,name,cleanMark,delivery_cost,least_cost,reviewEvent,taste_star,quantity_star,delivery_star,reviews
0,요리왕-성북구청점,True,-1,10000,False,5,5,5,잡채밥은 첨시켰는데 맛있어요!
1,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛과 양까지 다 최고예요
2,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘먹었습니다
3,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘 먹었습니다.
4,요리왕-성북구청점,True,-1,10000,False,1,1,1,아니 제가 도착하면 문자해달라고 체크해놧는데한시간 넘게 지나서도 안오길레 문자가 혹시나 해서문밖에 보니깐 음식 와있네요^^이미 음식은 추워서 다 식엇고 차가운상태네요문자하나 써주는게 뭐가 어렵다고 참나다신 안시켜먹을듯 하네요
5,요리왕-성북구청점,True,-1,10000,False,5,5,5,너무 맛있어요！！！！！！！！
6,요리왕-성북구청점,True,-1,10000,False,4,5,5,"탕수육은 맛있었는데 짬뽕, 짜장은 제 입맛에는 좀짜게 느껴지네요.담엔 싱겁게 요청드려야겠네요"
7,요리왕-성북구청점,True,-1,10000,False,5,5,5,1인분배달되는곳중에 제일 맛있어서 여기서만 시키려구요
8,요리왕-성북구청점,True,-1,10000,False,5,5,5,아침일찍 1인분 배달돼서 넘좋아요!
9,요리왕-성북구청점,True,-1,10000,False,5,5,5,여기 볶음밥 직접 볶는듯여 맛있음
10,요리왕-성북구청점,True,-1,10000,False,5,5,5,배달도 빠르고 가격도 착하고 맛도 굿
11,요리왕-성북구청점,True,-1,10000,False,5,5,5,내용물 푸짐하고 맛있어용
12,요리왕-성북구청점,True,-1,10000,False,5,5,5,이름값하는집. 그냥 요리를 잘해요 게다가 새벽까지해서 너무 좋아요.
13,요리왕-성북구청점,True,-1,10000,False,1,5,5,"오늘 탕짬면은 최악입니다. 탕수육에서 역한 냄새는 물론이고 질겨서 씹지도 못하겠네요. 가끔 땅짬, 땅짜 면 배달해서 먹었는데 그동안 고기냄새는 좀 나도 먹을만은 했는데요. 오늘 탕수육은 한점 먹고 다 버렸네요"
14,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘 먹었습니다
15,요리왕-성북구청점,True,-1,10000,False,5,5,5,굿~~~~~~~~~
16,요리왕-성북구청점,True,-1,10000,False,5,5,3,맛있게 잘먹었습니다
17,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘 먹었습니다
18,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛잇어요/~~~~~~
19,요리왕-성북구청점,True,-1,10000,False,3,3,3,기스면이 국물이 아쭈 깨끗하네요
20,요리왕-성북구청점,True,-1,10000,False,5,5,5,너어어어어어무 맛있게 잘 먹었어요ㅋㅋ
21,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있어요. 배달 도 빨라요
22,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛이 환상입니다 최고
23,요리왕-성북구청점,True,-1,10000,False,5,5,5,저는 짜장면이 먹고 싶을 때 항상 여기에 주문해요. 진짜 맛있어요.
24,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있어요맛있어요맛있어요
25,요리왕-성북구청점,True,-1,10000,False,5,5,5,배달 개빠름 존맛탱 ㄱㄱ
26,요리왕-성북구청점,True,-1,10000,False,5,5,5,여기 매운짜장 너무 좋아요 완전 제 스타일
27,요리왕-성북구청점,True,-1,10000,False,4,4,5,빠른배달 완전 강추
28,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있다........
29,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게잘먹었습니다~
30,요리왕-성북구청점,True,-1,10000,False,5,5,5,십분만에 왔어요 맛있어요
31,요리왕-성북구청점,True,-1,10000,False,5,5,5,양도 많고 맛있어요딱 이런 돈까스가 먹고싶었는데다음에 또 시킬게요
32,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘 먹었습니다.
33,요리왕-성북구청점,True,-1,10000,False,5,5,5,푸짐하고요  맛있어요 잘먹었습니다 사진은 못찍어서 죄송합니다
34,요리왕-성북구청점,True,-1,10000,False,5,5,5,주방장님이 바뀌셨나봅니다 자장면 면발이 얇아져서 너무나 좋았읍니다 이때까지 요리왕에서 먹어본 면중에 최고였어요ㅎ 짬뽕국물도 은은한깊은맛이 일품이네요 요리왕 다시 자주이용하게될거같아요 ㅎ
35,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있고 양 넉넉해요 감사합니다
36,요리왕-성북구청점,True,-1,10000,False,5,5,5,10년 전에 피시방에서 자주 시켜먹었는데 직장인이 돼서 시켜먹으니 감회가 새롭네요^^앞으로도 잘 부탁드려요~
37,요리왕-성북구청점,True,-1,10000,False,5,5,5,이번에도 너무 맛있게 만들어주셔서맛있게 먹었습니다🤤
38,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘먹었습니다
39,요리왕-성북구청점,True,-1,10000,False,5,5,5,탕수육이 두툼하고 짬뽕도 그렇고너무 맛있어서 자주 주문해 먹게되네요
40,요리왕-성북구청점,True,-1,10000,False,5,5,5,잘먹었어요
41,요리왕-성북구청점,True,-1,10000,False,5,5,5,친구들 홈오피스 집들이 짐 옮기고 파티준비한다고 너무 배가 고팠는데 한식 일식 중식 주문 한 음식중에 요리왕이배송 제일 빨리 왔어요 굿굿이사하면 역시 자장면ㅋㅋㅋ 탕슉 자장 짬뽕 세트 군만두 서비스 땡큐덕분에 맛있게잘 먹었습니다
42,요리왕-성북구청점,True,-1,10000,False,5,5,5,ㅎㅎ 맛있게 잘 먹었습니다~!!!!먹다가 중간에 찍었네요! 번창하세요~!
43,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있어서 너무 빨리 다먹음..
44,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘 먹었어요^^
45,요리왕-성북구청점,True,-1,10000,False,5,5,5,정말 맛있게 잘 먹었어요ㅋㅋ
46,요리왕-성북구청점,True,-1,10000,False,5,5,5,국물이 남으면 잘 보관했다 끓여서 밥 말아먹어도 맛나게 먹을만큼 음식이 전체적으로 다 맛있습니다.자주 배달시킨답니다^^
47,요리왕-성북구청점,True,-1,10000,False,5,5,5,짜장면이 맛있네요. 잘 먹었습니다
48,요리왕-성북구청점,True,-1,10000,False,3,4,4,잘먹었습니다. 배고피 죽을 뻔 했는데 살 았네요
49,요리왕-성북구청점,True,-1,10000,False,4,4,5,잘먹었습니다~~~~~
50,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있는데 얼큰이 아니구 엄청 매워요매운거 잘먹는편인데도 엄청 맵네용 좀만 덜맵게 해도 될거같아요
51,요리왕-성북구청점,True,-1,10000,False,5,5,5,잘 먹었습니다 ㅠㅠㅠ 엄청 맛있었습니다ㅠㅠㅠ 감사합니다 앞으로도 열심히 주문할게요!!!
52,요리왕-성북구청점,True,-1,10000,False,5,5,5,배달도 빠르고 양이 엄청 많아여
53,요리왕-성북구청점,True,-1,10000,False,5,5,5,배달 빠르고 맛있어요
54,요리왕-성북구청점,True,-1,10000,False,5,5,5,새벽에 너무 먹고 싶어서 시켰는데 생각보다 맵네요 ㅋㅋㅋ 잘 먹었습니다 !
55,요리왕-성북구청점,True,-1,10000,False,5,5,5,오랜만에 시켰는데 맛있게 먹었습니다
56,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛이 상당히 깔끔하더라구요!탕수육 튀김정도도 적당히 바삭쫄깃하고!맛있게잘먹었어요
57,요리왕-성북구청점,True,-1,10000,False,5,5,5,잘먹었습니다.!!!
58,요리왕-성북구청점,True,-1,10000,False,5,5,5,양도 많고 정말 맛있게 먹었습니다.탕수육이 진짜 맛집이네요👍
59,요리왕-성북구청점,True,-1,10000,False,5,5,5,다먹어버려서 사진이 없어요여긴 그냥 맛있어요^^
60,요리왕-성북구청점,True,-1,10000,False,5,5,5,간짜장은 상당히 만족했습니다
61,요리왕-성북구청점,True,-1,10000,False,5,5,5,일주일만에 또 주문!!!! 잘 먹었습니다ㅋㅋ
62,요리왕-성북구청점,True,-1,10000,False,5,5,5,너무 든든하게 잘 먹었습니다ㅠㅠㅠ
63,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있어요 맛있어요 따봉
64,요리왕-성북구청점,True,-1,10000,False,5,5,5,요리보고 조리보아도 요리왕^^
65,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘먹었어요 ㅎ !!!
66,요리왕-성북구청점,True,-1,10000,False,5,5,5,항상 배달도 빠르고 맛있어요 잘먹었습니다
67,요리왕-성북구청점,True,-1,10000,False,4,5,5,가끔 시켜먹는 요리왕 좋아요
68,요리왕-성북구청점,True,-1,10000,False,5,5,5,아침일찍 배달돼서 좋아요
69,요리왕-성북구청점,True,-1,10000,False,5,5,5,배달 빠르고 맛있네요
70,요리왕-성북구청점,True,-1,10000,False,5,5,5,잘받았습니다 감사합니다
71,요리왕-성북구청점,True,-1,10000,False,5,5,4,해산물도 많고 탕수육도 튀김옷이 적당하고맛있게 먹고있네요👍👍
72,요리왕-성북구청점,True,-1,10000,False,4,5,5,맛나게잘먹었어요ㅎㅎ
73,요리왕-성북구청점,True,-1,10000,False,5,5,5,얼큰하니 해장 잘햤습니다
74,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘 먹었습니다!
75,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘 먹었습니다!
76,요리왕-성북구청점,True,-1,10000,False,5,5,5,양이 오마오마 해요 아주아주역시 성북구 최고 중식맛집
77,요리왕-성북구청점,True,-1,10000,False,5,5,5,배달도 빠르고 너무 맛있어요
78,요리왕-성북구청점,True,-1,10000,False,5,5,5,볶음밥이 야무지네요 맛있어요!
79,요리왕-성북구청점,True,-1,10000,False,5,5,5,녀무 맛있게 잘먹었습니다 감사합니다
80,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있어요맛있어요맛있어요
81,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘먹었습니다
82,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘먹었습니다
83,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘먹었습니다
84,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있고 빠릅니다!!
85,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있어요맛있어요맛있어요
86,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있어요맛있어요맛있어요
87,요리왕-성북구청점,True,-1,10000,False,5,5,5,짬뽕국물 따로주는거랑 탕수육 튀김 두께도 딱좋고맛있었네요👍
88,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있었어요.  배달비도 없어 좋습니다
89,요리왕-성북구청점,True,-1,10000,False,5,5,5,양도많고  맛있습니다.  ^^
90,요리왕-성북구청점,True,-1,10000,False,5,5,4,맛있어요.양도많군요 ㅎ
91,요리왕-성북구청점,True,-1,10000,False,4,5,5,잘먹엇습돠--!!!
92,요리왕-성북구청점,True,-1,10000,False,5,5,5,안에 내용물 정말 많고 맛 죽입니다
93,요리왕-성북구청점,True,-1,10000,False,5,5,5,간짜장 맛있어요!!!!
94,요리왕-성북구청점,True,-1,10000,False,5,5,4,가족들과 맛있게 먹었습니다.
95,요리왕-성북구청점,True,-1,10000,False,4,5,5,오늘은 조금 튀김이 딱딱했어요
96,요리왕-성북구청점,True,-1,10000,False,5,5,5,오래전부터 단골집인데요 늘 현금으로만 시켰던곳인데 요기요에 떠서 시켜봤어요 탕복같은건 소스따로달라고 말안해도 따로주시면 좋을거같고 탕수육도 갈색빛나게 바짝튀겨주시면좋을거같네요 튀김옷은 밝은빛깔나면서 튀김옷 사이사이 검은색조금씩 비치는색 아시잖아요 그리고 가끔 고기에서 돼지노린네 나는게 섞이기도 하는데 그런거 씹히면 못먹습니다 핏물좀 잘빼시고요 간판이 요리왕 이잖아요 요리왕답게 자부심을 가지고 노력좀 부탁드립니다
97,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있어요!!!!!!
98,요리왕-성북구청점,True,-1,10000,False,5,5,5,너무 맛잇엇음 🤍🤍🤍
99,요리왕-성북구청점,True,-1,10000,False,4,5,5,만두가 좀 타가지구.. 늦은 시간에 시켜서 그런가봐요그래도 맛있게 먹었습미다
100,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘 먹었습니다.
101,요리왕-성북구청점,True,-1,10000,False,5,5,5,진짜 양 많고 배달도 빨라요 간이 쎄지 않네요군만두 서비스는 너무 감사한데 간장도 보내주시면 좋겠어요
102,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게  잘먹었습니다
103,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게잘먹엇습니다
104,요리왕-성북구청점,True,-1,10000,False,5,5,5,배달도 빠르고 맛있게 잘 먹었습니다!
105,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있어요~ 소스 혜자
106,요리왕-성북구청점,True,-1,10000,False,5,5,5,양 엄청 많아요 맛있게 잘 먹었어요!!
107,요리왕-성북구청점,True,-1,10000,False,5,5,5,장점: 배달이 빠르고 양도 많다짜장면이 불맛이 나고 너무 맛나다탕수육이 바삭하고 고기가 실하다단점:탕수육 고기에서 약간 냄새가 난다짜장면 먹다 손가락 반만한 비닐이 나왔다
108,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있어요! 추천합니다
109,요리왕-성북구청점,True,-1,10000,False,3,5,5,새벽 4시에 음식을 시켜도 빨리와서 좋았어요.그런데 음식맛이 생각보다 별로였어요 물론 늦은 시간에 시켜서 그런거겠죠 그래도 맛있게 먹었습니다!
110,요리왕-성북구청점,True,-1,10000,False,5,5,5,정말 맛있어요 굿굿굿굿굿
111,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛이 최고！！！！！！！！！
112,요리왕-성북구청점,True,-1,10000,False,5,5,5,잘먹었습니다 맛있었어요
113,요리왕-성북구청점,True,-1,10000,False,5,5,5,약간 얼얼한 정도일 줄 알았는데 생각보다 엄청엄청 매워요ㅋ큐ㅠㅠㅠ전 맵찔이라 약간 힘들었지만 맛은 있었습니다
114,요리왕-성북구청점,True,-1,10000,False,5,5,5,이틀연속 늦은시간에도 맛있게 잘 먹었어요
115,요리왕-성북구청점,True,-1,10000,False,5,5,5,늦은시간에도 맛있게 잘 먹었어요
116,요리왕-성북구청점,True,-1,10000,False,5,5,5,양 엄청 많아요!! 맛있게 잘 먹었습니다!!
117,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있어요 추천합니다
118,요리왕-성북구청점,True,-1,10000,False,5,5,5,역시  매장에 직접 방문해서 먹을때랑 똑같이 맛있네요
119,요리왕-성북구청점,True,-1,10000,False,5,5,5,양도 많고 맛있어요
120,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게먹었어요 총알배달
121,요리왕-성북구청점,True,-1,10000,False,3,5,5,식사나 배달은 좋았습니다 근데 찹쌀탕수육먹었는데 방금씹을때 잡내가나서 식욕을 떨어트리네요 탕수육 신경좀 쓰세요 ㅡㅡ
122,요리왕-성북구청점,True,-1,10000,False,5,5,5,개빠름 개빠름 맛있음
123,요리왕-성북구청점,True,-1,10000,False,5,5,5,개빠름 양많음 맛있음
124,요리왕-성북구청점,True,-1,10000,False,5,5,5,👍👍👍👍👍
125,요리왕-성북구청점,True,-1,10000,False,4,5,5,빠른배달 좋아요탕수육 소스가 너무 시큼했어요....
126,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게  잘먹었습니다
127,요리왕-성북구청점,True,-1,10000,False,5,5,5,"가끔 병원사람들이랑 방문해서 먹기도 합니다. 맛있어요  , 맛있게 먹었구 ㅎㅎ감사히 먹었습니다"
128,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있다！！！！！！！！
129,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘 먹었습니다
130,요리왕-성북구청점,True,-1,10000,False,5,5,5,양도많고 맛있습니다.
131,요리왕-성북구청점,True,-1,10000,False,5,5,5,양도 맛도 존맛탱입니다 ㅎㅎㅎ
132,요리왕-성북구청점,True,-1,10000,False,5,5,5,사진 찍을 새도 없이 받자마자 다 먹어버렸네요..ㅋㅋ
133,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있고 배달도 빠릅니다
134,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있습니다. 야밤에 먹기 좋음
135,요리왕-성북구청점,True,-1,10000,False,5,5,4,정말 맛있게 잘 먹었습니다~!~!~!~!~!~~
136,요리왕-성북구청점,True,-1,10000,False,4,5,5,잘먹엇습니다~~!!
137,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 먹었습니다!
138,요리왕-성북구청점,True,-1,10000,False,5,5,4,맛있어요 양이 많아요
139,요리왕-성북구청점,True,-1,10000,False,3,4,5,면이 조금 불었어요..;;;
140,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있고 배달도 빨라요!
141,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘먹었어요. 가게 배달이였는데 짬뽕 국물이 조금 많이 새어있아서 조금 아쉽긴 했지만 맛있게 잘 먹었습니다!
142,요리왕-성북구청점,True,-1,10000,False,5,5,5,자주시켜먹는데 맛있네요
143,요리왕-성북구청점,True,-1,10000,False,5,5,5,최고 최고 최고최고 최고 최고
144,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있게 잘 먹었습니다
145,요리왕-성북구청점,True,-1,10000,False,5,5,5,대박입니다 감사해요
146,요리왕-성북구청점,True,-1,10000,False,5,5,5,완전 짱이에요 대박요
147,요리왕-성북구청점,True,-1,10000,False,5,5,5,배달도빠르고 좋네요
148,요리왕-성북구청점,True,-1,10000,False,5,5,5,맛있고 양이많아요!
149,요리왕-성북구청점,True,-1,10000,False,5,5,5,양파많이 부타드렸는데 챙겨주셔서 감사합니다.무난하게 먹을만했어요.
150,요리왕-성북구청점,True,-1,10000,False,5,5,5,너무 맛있어요 감사해요
